z,zeta,as_scale,hmf,cooling_scale,T_min,score
6.0,18.973333554230518,1.2,PS,0.5,10000.0,0.012349685645354842
6.0,20.000000000000004,1.2,PS,0.5,10000.0,0.011833250324966333
6.0,3.0,1.2,PS,0.5,15000.0,0.012172356659262093
6.0,3.1623330622689494,1.2,PS,0.5,15000.0,0.013196983922602053
6.0,3.33345013223977,1.2,PS,0.5,15000.0,0.01416632478470182
6.0,3.5138265215355418,1.2,PS,0.5,15000.0,0.015069232589930247
6.0,3.703963261376446,1.2,PS,0.5,15000.0,0.015896710917187837
6.0,3.9043884942934204,1.2,PS,0.5,15000.0,0.016641968155251503
6.0,4.1156589411488556,1.2,PS,0.5,15000.0,0.017300320421986662
6.0,4.338361447539279,1.2,PS,0.5,15000.0,0.01786888803869667
6.0,4.573114613875481,1.2,PS,0.5,15000.0,0.01834670803595672
6.0,4.820570513667911,1.2,PS,0.5,15000.0,0.0187340234686214
6.0,5.0814165047902815,1.2,PS,0.5,15000.0,0.01903273593616657
6.0,5.356377138752477,1.2,PS,0.5,15000.0,0.019245708089985297
6.0,5.389452332657201,1.2,PS,0.5,15000.0,0.01926518226133968
6.0,5.646216173286171,1.2,PS,0.5,15000.0,0.019376690888156755
6.0,5.9517386938335095,1.2,PS,0.5,15000.0,0.019430089319967026
6.0,6.273793349831704,1.2,PS,0.5,15000.0,0.019410874408282472
6.0,6.613274712005288,1.2,PS,0.5,15000.0,0.01932445296888934
6.0,6.971125757213828,1.2,PS,0.5,15000.0,0.019176271362606852
6.0,7.3483404877573175,1.2,PS,0.5,15000.0,0.018972164368756306
6.0,7.745966692414836,1.2,PS,0.5,15000.0,0.018717577657609962
6.0,8.165108856885828,1.2,PS,0.5,15000.0,0.018418141395544308
6.0,8.606931231718361,1.2,PS,0.5,15000.0,0.01807936697141767
6.0,9.072661066246061,1.2,PS,0.5,15000.0,0.017706390841914523
6.0,9.563592017516726,1.2,PS,0.5,15000.0,0.017304158856924705
6.0,10.081087743681516,1.2,PS,0.5,15000.0,0.016877417232663575
6.0,10.626585691826111,1.2,PS,0.5,15000.0,0.016430507417250457
6.0,11.20160109076529,1.2,PS,0.5,15000.0,0.015967437233064166
6.0,11.807731159891665,1.2,PS,0.5,15000.0,0.015492038486663213
6.0,12.446659545769569,1.2,PS,0.5,15000.0,0.015007674825299992
6.0,13.120160998797505,1.2,PS,0.5,15000.0,0.014517467044550134
6.0,13.830106302929654,1.2,PS,0.5,15000.0,0.01402425708563325
6.0,14.578467472149546,1.2,PS,0.5,15000.0,0.013530527643741576
6.0,15.367323228130308,1.2,PS,0.5,15000.0,0.01303852558626536
6.0,16.198864774296695,1.2,PS,0.5,15000.0,0.012550228260734318
6.0,17.07540188232742,1.2,PS,0.5,15000.0,0.012067387423525446
6.0,17.999369308004486,1.2,PS,0.5,15000.0,0.01159146844515405
6.0,18.973333554230518,1.2,PS,0.5,15000.0,0.011123786245761446
6.0,20.000000000000004,1.2,PS,0.5,15000.0,0.010665442791690443
6.0,3.0,1.2,PS,1.0,8000.0,0.017012172906493872
6.0,3.1623330622689494,1.2,PS,1.0,8000.0,0.01818421821010729
6.0,3.33345013223977,1.2,PS,1.0,8000.0,0.019267415703807973
6.0,3.5138265215355418,1.2,PS,1.0,8000.0,0.020252129824029252
6.0,3.703963261376446,1.2,PS,1.0,8000.0,0.021131346864455225
6.0,3.9043884942934204,1.2,PS,1.0,8000.0,0.021900600772817743
6.0,4.1156589411488556,1.2,PS,1.0,8000.0,0.02255774375207661
6.0,4.338361447539279,1.2,PS,1.0,8000.0,0.02310249427312406
6.0,4.573114613875481,1.2,PS,1.0,8000.0,0.023536512926468328
6.0,4.820570513667911,1.2,PS,1.0,8000.0,0.023862570573108848
6.0,5.0814165047902815,1.2,PS,1.0,8000.0,0.024085001743113475
6.0,5.356377138752477,1.2,PS,1.0,8000.0,0.024208946678674945
6.0,5.389452332657201,1.2,PS,1.0,8000.0,0.024217289208515885
6.0,5.646216173286171,1.2,PS,1.0,8000.0,0.024240236592674436
6.0,5.9517386938335095,1.2,PS,1.0,8000.0,0.024185232535333317
6.0,6.273793349831704,1.2,PS,1.0,8000.0,0.02405059326331774
6.0,6.613274712005288,1.2,PS,1.0,8000.0,0.023843296868155135
6.0,6.971125757213828,1.2,PS,1.0,8000.0,0.023570128715818827
6.0,7.3483404877573175,1.2,PS,1.0,8000.0,0.023238143242951804
6.0,7.745966692414836,1.2,PS,1.0,8000.0,0.022853821183136006
6.0,8.165108856885828,1.2,PS,1.0,8000.0,0.022423702690779413
6.0,8.606931231718361,1.2,PS,1.0,8000.0,0.021954063356436338
6.0,9.072661066246061,1.2,PS,1.0,8000.0,0.021450706125348915
6.0,9.563592017516726,1.2,PS,1.0,8000.0,0.020919143181212702
6.0,10.081087743681516,1.2,PS,1.0,8000.0,0.020364588584124363
6.0,10.626585691826111,1.2,PS,1.0,8000.0,0.019791774302699787
6.0,11.20160109076529,1.2,PS,1.0,8000.0,0.019205033487937426
6.0,11.807731159891665,1.2,PS,1.0,8000.0,0.01860846075777398
6.0,12.446659545769569,1.2,PS,1.0,8000.0,0.0180056221833311
6.0,13.120160998797505,1.2,PS,1.0,8000.0,0.01739982232515722
6.0,13.830106302929654,1.2,PS,1.0,8000.0,0.016794019240804946
6.0,14.578467472149546,1.2,PS,1.0,8000.0,0.016190791153389485
6.0,15.367323228130308,1.2,PS,1.0,8000.0,0.01559245266682792
6.0,16.198864774296695,1.2,PS,1.0,8000.0,0.015001023960830888
6.0,17.07540188232742,1.2,PS,1.0,8000.0,0.01441827502331463
6.0,17.999369308004486,1.2,PS,1.0,8000.0,0.013845670987601292
6.0,18.973333554230518,1.2,PS,1.0,8000.0,0.01328451492697061
6.0,20.000000000000004,1.2,PS,1.0,8000.0,0.012735888275648775
6.0,3.0,1.2,PS,1.0,10000.0,0.015227030669436321
6.0,3.1623330622689494,1.2,PS,1.0,10000.0,0.016354140973839904
6.0,3.33345013223977,1.2,PS,1.0,10000.0,0.01740475923652706
6.0,3.5138265215355418,1.2,PS,1.0,10000.0,0.018368579555261947
6.0,3.703963261376446,1.2,PS,1.0,10000.0,0.01923777745566404
6.0,3.9043884942934204,1.2,PS,1.0,10000.0,0.020006966597095655
6.0,4.1156589411488556,1.2,PS,1.0,10000.0,0.020673025375051505
6.0,4.338361447539279,1.2,PS,1.0,10000.0,0.021234688262156264
6.0,4.573114613875481,1.2,PS,1.0,10000.0,0.021692635200191754
6.0,4.820570513667911,1.2,PS,1.0,10000.0,0.022048696005886586
6.0,5.0814165047902815,1.2,PS,1.0,10000.0,0.022306303849508678
6.0,5.356377138752477,1.2,PS,1.0,10000.0,0.02246976329218577
6.0,5.389452332657201,1.2,PS,1.0,10000.0,0.02248296787390218
6.0,5.646216173286171,1.2,PS,1.0,10000.0,0.022544133440778862
6.0,5.9517386938335095,1.2,PS,1.0,10000.0,0.022535055546089696
6.0,6.273793349831704,1.2,PS,1.0,10000.0,0.02244856410282131
6.0,6.613274712005288,1.2,PS,1.0,10000.0,0.022291057098288634
6.0,6.971125757213828,1.2,PS,1.0,10000.0,0.022068822328111297
6.0,7.3483404877573175,1.2,PS,1.0,10000.0,0.021788463838722318
6.0,7.745966692414836,1.2,PS,1.0,10000.0,0.02145607543524678
6.0,8.165108856885828,1.2,PS,1.0,10000.0,0.02107786107456325
6.0,8.606931231718361,1.2,PS,1.0,10000.0,0.020659814726693804
6.0,9.072661066246061,1.2,PS,1.0,10000.0,0.020207494418057134
6.0,9.563592017516726,1.2,PS,1.0,10000.0,0.01972620424505153
6.0,10.081087743681516,1.2,PS,1.0,10000.0,0.01922099134716109
6.0,10.626585691826111,1.2,PS,1.0,10000.0,0.018696450062664082
6.0,11.20160109076529,1.2,PS,1.0,10000.0,0.018156800192899888
6.0,11.807731159891665,1.2,PS,1.0,10000.0,0.01760605078667428
6.0,12.446659545769569,1.2,PS,1.0,10000.0,0.017047704414380988
6.0,13.120160998797505,1.2,PS,1.0,10000.0,0.016485010263113126
6.0,13.830106302929654,1.2,PS,1.0,10000.0,0.015920899356729894
6.0,14.578467472149546,1.2,PS,1.0,10000.0,0.015357929485758202
6.0,15.367323228130308,1.2,PS,1.0,10000.0,0.014798407044256176
6.0,16.198864774296695,1.2,PS,1.0,10000.0,0.01424435372742295
6.0,17.07540188232742,1.2,PS,1.0,10000.0,0.01369755058778117
6.0,17.999369308004486,1.2,PS,1.0,10000.0,0.013159480332798403
6.0,18.973333554230518,1.2,PS,1.0,10000.0,0.012631468641058952
6.0,20.000000000000004,1.2,PS,1.0,10000.0,0.01211462245073675
6.0,3.0,1.2,PS,1.0,15000.0,0.01218967068990569
6.0,3.1623330622689494,1.2,PS,1.0,15000.0,0.013218072197652536
6.0,3.33345013223977,1.2,PS,1.0,15000.0,0.01419181457753358
6.0,3.5138265215355418,1.2,PS,1.0,15000.0,0.015099802338596258
6.0,3.703963261376446,1.2,PS,1.0,15000.0,0.01593307903339161
6.0,3.9043884942934204,1.2,PS,1.0,15000.0,0.01668487910215213
6.0,4.1156589411488556,1.2,PS,1.0,15000.0,0.01735052801697733
6.0,4.338361447539279,1.2,PS,1.0,15000.0,0.01792713660842277
6.0,4.573114613875481,1.2,PS,1.0,15000.0,0.01841371390428451
6.0,4.820570513667911,1.2,PS,1.0,15000.0,0.018810454245833184
6.0,5.0814165047902815,1.2,PS,1.0,15000.0,0.01911919423030247
6.0,5.356377138752477,1.2,PS,1.0,15000.0,0.019342714579821573
6.0,5.389452332657201,1.2,PS,1.0,15000.0,0.019363450670266992
6.0,5.646216173286171,1.2,PS,1.0,15000.0,0.019484671800448272
6.0,5.9517386938335095,1.2,PS,1.0,15000.0,0.019549364949663608
6.0,6.273793349831704,1.2,PS,1.0,15000.0,0.019541653255098827
6.0,6.613274712005288,1.2,PS,1.0,15000.0,0.019466827740771662
6.0,6.971125757213828,1.2,PS,1.0,15000.0,0.019330218262749402
6.0,7.3483404877573175,1.2,PS,1.0,15000.0,0.0191375480428481
6.0,7.745966692414836,1.2,PS,1.0,15000.0,0.01889415237001567
6.0,8.165108856885828,1.2,PS,1.0,15000.0,0.018605561024009044
6.0,8.606931231718361,1.2,PS,1.0,15000.0,0.01827719660261188
6.0,9.072661066246061,1.2,PS,1.0,15000.0,0.017914113935431464
6.0,9.563592017516726,1.2,PS,1.0,15000.0,0.017521188731058714
6.0,10.081087743681516,1.2,PS,1.0,15000.0,0.017103112686643974
6.0,10.626585691826111,1.2,PS,1.0,15000.0,0.0166641806923524
6.0,11.20160109076529,1.2,PS,1.0,15000.0,0.01620836540389537
6.0,11.807731159891665,1.2,PS,1.0,15000.0,0.015739476768229246
6.0,12.446659545769569,1.2,PS,1.0,15000.0,0.015260865942554163
6.0,13.120160998797505,1.2,PS,1.0,15000.0,0.01477564932833699
6.0,13.830106302929654,1.2,PS,1.0,15000.0,0.014286675460467952
6.0,14.578467472149546,1.2,PS,1.0,15000.0,0.013796437471477905
6.0,15.367323228130308,1.2,PS,1.0,15000.0,0.013307201708456102
6.0,16.198864774296695,1.2,PS,1.0,15000.0,0.012820970216815763
6.0,17.07540188232742,1.2,PS,1.0,15000.0,0.012339523905370202
6.0,17.999369308004486,1.2,PS,1.0,15000.0,0.011864358182042536
6.0,18.973333554230518,1.2,PS,1.0,15000.0,0.011396824150709785
6.0,20.000000000000004,1.2,PS,1.0,15000.0,0.010938060629548867
6.0,3.0,1.2,PS,2.0,8000.0,0.01702863668317281
6.0,3.1623330622689494,1.2,PS,2.0,8000.0,0.01820322397485961
6.0,3.33345013223977,1.2,PS,2.0,8000.0,0.019289311972832686
6.0,3.5138265215355418,1.2,PS,2.0,8000.0,0.02027730491285299
6.0,3.703963261376446,1.2,PS,2.0,8000.0,0.021160225416337164
6.0,3.9043884942934204,1.2,PS,2.0,8000.0,0.021933638222491683
6.0,4.1156589411488556,1.2,PS,2.0,8000.0,0.022595418418990376
6.0,4.338361447539279,1.2,PS,2.0,8000.0,0.023145297272936904
6.0,4.573114613875481,1.2,PS,2.0,8000.0,0.023584937345687784
6.0,4.820570513667911,1.2,PS,2.0,8000.0,0.023917098373435298
6.0,5.0814165047902815,1.2,PS,2.0,8000.0,0.024146092234077553
6.0,5.356377138752477,1.2,PS,2.0,8000.0,0.02427702384091866
6.0,5.389452332657201,1.2,PS,2.0,8000.0,0.02428620817267862
6.0,5.646216173286171,1.2,PS,2.0,8000.0,0.02431567840717667
6.0,5.9517386938335095,1.2,PS,2.0,8000.0,0.02426836044624846
6.0,6.273793349831704,1.2,PS,2.0,8000.0,0.024141664498767097
6.0,6.613274712005288,1.2,PS,2.0,8000.0,0.023942498180340156
6.0,6.971125757213828,1.2,PS,2.0,8000.0,0.023677571860007296
6.0,7.3483404877573175,1.2,PS,2.0,8000.0,0.023353864574942127
6.0,7.745966692414836,1.2,PS,2.0,8000.0,0.022977778975307197
6.0,8.165108856885828,1.2,PS,2.0,8000.0,0.022555780567982294
6.0,8.606931231718361,1.2,PS,2.0,8000.0,0.02209407527132309
6.0,9.072661066246061,1.2,PS,2.0,8000.0,0.0215983992545263
6.0,9.563592017516726,1.2,PS,2.0,8000.0,0.021074203798257196
6.0,10.081087743681516,1.2,PS,2.0,8000.0,0.02052665155276285
6.0,10.626585691826111,1.2,PS,2.0,8000.0,0.019960427820217983
6.0,11.20160109076529,1.2,PS,2.0,8000.0,0.019379826632944252
6.0,11.807731159891665,1.2,PS,2.0,8000.0,0.018788912635475417
6.0,12.446659545769569,1.2,PS,2.0,8000.0,0.018191228937669748
6.0,13.120160998797505,1.2,PS,2.0,8000.0,0.01759006348325397
6.0,13.830106302929654,1.2,PS,2.0,8000.0,0.01698836609625156
6.0,14.578467472149546,1.2,PS,2.0,8000.0,0.016388710686298467
6.0,15.367323228130308,1.2,PS,2.0,8000.0,0.015793415032077835
6.0,16.198864774296695,1.2,PS,2.0,8000.0,0.015204507370429466
6.0,17.07540188232742,1.2,PS,2.0,8000.0,0.014623770054172673
6.0,17.999369308004486,1.2,PS,2.0,8000.0,0.014052682631011972
6.0,18.973333554230518,1.2,PS,2.0,8000.0,0.013492568024364753
6.0,20.000000000000004,1.2,PS,2.0,8000.0,0.012944529241108945
6.0,3.0,1.2,PS,2.0,10000.0,0.015238156662182952
6.0,3.1623330622689494,1.2,PS,2.0,10000.0,0.01636745681745344
6.0,3.33345013223977,1.2,PS,2.0,10000.0,0.017420630548814486
6.0,3.5138265215355418,1.2,PS,2.0,10000.0,0.018387412876515893
6.0,3.703963261376446,1.2,PS,2.0,10000.0,0.019260016348351224
6.0,3.9043884942934204,1.2,PS,2.0,10000.0,0.020033085675793184
6.0,4.1156589411488556,1.2,PS,2.0,10000.0,0.02070352207584952
6.0,4.338361447539279,1.2,PS,2.0,10000.0,0.02127007251950569
6.0,4.573114613875481,1.2,PS,2.0,10000.0,0.021733418391486552
6.0,4.820570513667911,1.2,PS,2.0,10000.0,0.02209537773179582
6.0,5.0814165047902815,1.2,PS,2.0,10000.0,0.022359360263791494
6.0,5.356377138752477,1.2,PS,2.0,10000.0,0.022529634387490637
6.0,5.389452332657201,1.2,PS,2.0,10000.0,0.02254366168120408
6.0,5.646216173286171,1.2,PS,2.0,10000.0,0.022611212327470813
6.0,5.9517386938335095,1.2,PS,2.0,10000.0,0.022609677822979485
6.0,6.273793349831704,1.2,PS,2.0,10000.0,0.022531000310718807
6.0,6.613274712005288,1.2,PS,2.0,10000.0,0.022381506360120304
6.0,6.971125757213828,1.2,PS,2.0,10000.0,0.02216740795014325
6.0,7.3483404877573175,1.2,PS,2.0,10000.0,0.021895232867697952
6.0,7.745966692414836,1.2,PS,2.0,10000.0,0.021570996049234615
6.0,8.165108856885828,1.2,PS,2.0,10000.0,0.021200826054362715
6.0,8.606931231718361,1.2,PS,2.0,10000.0,0.02079064652253927
6.0,9.072661066246061,1.2,PS,2.0,10000.0,0.020345948050627352
6.0,9.563592017516726,1.2,PS,2.0,10000.0,0.01987197320621723
6.0,10.081087743681516,1.2,PS,2.0,10000.0,0.01937371718704953
6.0,10.626585691826111,1.2,PS,2.0,10000.0,0.01885572716810112
6.0,11.20160109076529,1.2,PS,2.0,10000.0,0.018322183352189256
6.0,11.807731159891665,1.2,PS,2.0,10000.0,0.017777064410431434
6.0,12.446659545769569,1.2,PS,2.0,10000.0,0.01722384959995148
6.0,13.120160998797505,1.2,PS,2.0,10000.0,0.01666577107767542
6.0,13.830106302929654,1.2,PS,2.0,10000.0,0.016105751381216858
6.0,14.578467472149546,1.2,PS,2.0,10000.0,0.015546343698292877
6.0,15.367323228130308,1.2,PS,2.0,10000.0,0.014989857345587316
6.0,16.198864774296695,1.2,PS,2.0,10000.0,0.014438321849841186
6.0,17.07540188232742,1.2,PS,2.0,10000.0,0.013893530445553831
6.0,17.999369308004486,1.2,PS,2.0,10000.0,0.013356980093808793
6.0,18.973333554230518,1.2,PS,2.0,10000.0,0.012830016176862935
6.0,20.000000000000004,1.2,PS,2.0,10000.0,0.01231376705360025
6.0,3.0,1.2,PS,2.0,15000.0,0.012198588334133991
6.0,3.1623330622689494,1.2,PS,2.0,15000.0,0.013229017272490703
6.0,3.33345013223977,1.2,PS,2.0,15000.0,0.014205159007384961
6.0,3.5138265215355418,1.2,PS,2.0,15000.0,0.015115959680805457
6.0,3.703963261376446,1.2,PS,2.0,15000.0,0.0159525003624977
6.0,3.9043884942934204,1.2,PS,2.0,15000.0,0.016708046846834947
6.0,4.1156589411488556,1.2,PS,2.0,15000.0,0.017377947556570374
6.0,4.338361447539279,1.2,PS,2.0,15000.0,0.01795932583023053
6.0,4.573114613875481,1.2,PS,2.0,15000.0,0.018451192022748076
6.0,4.820570513667911,1.2,PS,2.0,15000.0,0.018853728514065634
6.0,5.0814165047902815,1.2,PS,2.0,15000.0,0.019168748191031034
6.0,5.356377138752477,1.2,PS,2.0,15000.0,0.01939899529873394
6.0,5.389452332657201,1.2,PS,2.0,15000.0,0.019420544275587124
6.0,5.646216173286171,1.2,PS,2.0,15000.0,0.019548079137607078
6.0,5.9517386938335095,1.2,PS,2.0,15000.0,0.019620240857190135
6.0,6.273793349831704,1.2,PS,2.0,15000.0,0.019620274285157335
6.0,6.613274712005288,1.2,PS,2.0,15000.0,0.01955339862739665
6.0,6.971125757213828,1.2,PS,2.0,15000.0,0.019424867574859606
6.0,7.3483404877573175,1.2,PS,2.0,15000.0,0.01924032770926702
6.0,7.745966692414836,1.2,PS,2.0,15000.0,0.019005035109239177
6.0,8.165108856885828,1.2,PS,2.0,15000.0,0.018724443814876132
6.0,8.606931231718361,1.2,PS,2.0,15000.0,0.018403905790713174
6.0,9.072661066246061,1.2,PS,2.0,15000.0,0.018048408131583555
6.0,9.563592017516726,1.2,PS,2.0,15000.0,0.017662764729965075
6.0,10.081087743681516,1.2,PS,2.0,15000.0,0.01725161508547997
6.0,10.626585691826111,1.2,PS,2.0,15000.0,0.016819206681676697
6.0,11.20160109076529,1.2,PS,2.0,15000.0,0.016369472347335018
6.0,11.807731159891665,1.2,PS,2.0,15000.0,0.015906191444359216
6.0,12.446659545769569,1.2,PS,2.0,15000.0,0.015432691640336803
6.0,13.120160998797505,1.2,PS,2.0,15000.0,0.014952072103920924
6.0,13.830106302929654,1.2,PS,2.0,15000.0,0.014467172741721874
6.0,14.578467472149546,1.2,PS,2.0,15000.0,0.01398048193216789
6.0,15.367323228130308,1.2,PS,2.0,15000.0,0.01349426880868562
6.0,16.198864774296695,1.2,PS,2.0,15000.0,0.013010543124236175
6.0,17.07540188232742,1.2,PS,2.0,15000.0,0.01253109786411394
6.0,17.999369308004486,1.2,PS,2.0,15000.0,0.01205744259057824
6.0,18.973333554230518,1.2,PS,2.0,15000.0,0.011590948022824479
6.0,20.000000000000004,1.2,PS,2.0,15000.0,0.011132774307039137
4.0,3.0,0.8,ST,0.5,8000.0,0.021904682678427212
4.0,3.1623330622689494,0.8,ST,0.5,8000.0,0.02260908854876733
4.0,3.33345013223977,0.8,ST,0.5,8000.0,0.023196963291025535
4.0,3.5138265215355418,0.8,ST,0.5,8000.0,0.023668985396590184
4.0,3.703963261376446,0.8,ST,0.5,8000.0,0.024027477146881807
4.0,3.9043884942934204,0.8,ST,0.5,8000.0,0.02427619289950527
4.0,4.1156589411488556,0.8,ST,0.5,8000.0,0.024420102403793626
4.0,4.338361447539279,0.8,ST,0.5,8000.0,0.024464927775684816
4.0,4.573114613875481,0.8,ST,0.5,8000.0,0.024417297460697252
4.0,4.820570513667911,0.8,ST,0.5,8000.0,0.024283978323343322
4.0,5.0814165047902815,0.8,ST,0.5,8000.0,0.024072364119172792
4.0,5.356377138752477,0.8,ST,0.5,8000.0,0.02378985121618793
4.0,5.389452332657201,0.8,ST,0.5,8000.0,0.02375258668546522
4.0,5.646216173286171,0.8,ST,0.5,8000.0,0.02344381943190078
4.0,5.9517386938335095,0.8,ST,0.5,8000.0,0.02304153496064434
4.0,6.273793349831704,0.8,ST,0.5,8000.0,0.022590043208741348
4.0,6.613274712005288,0.8,ST,0.5,8000.0,0.02209620186973922
4.0,6.971125757213828,0.8,ST,0.5,8000.0,0.021566375708018934
4.0,7.3483404877573175,0.8,ST,0.5,8000.0,0.02100675881612869
4.0,7.745966692414836,0.8,ST,0.5,8000.0,0.020422870708826354
4.0,8.165108856885828,0.8,ST,0.5,8000.0,0.01982000580097929
4.0,8.606931231718361,0.8,ST,0.5,8000.0,0.01920303071417955
4.0,9.072661066246061,0.8,ST,0.5,8000.0,0.018576295443878496
4.0,9.563592017516726,0.8,ST,0.5,8000.0,0.01794375969583278
4.0,10.081087743681516,0.8,ST,0.5,8000.0,0.017309046626076876
4.0,10.626585691826111,0.8,ST,0.5,8000.0,0.016675301079091587
4.0,11.20160109076529,0.8,ST,0.5,8000.0,0.016045305026481833
4.0,11.807731159891665,0.8,ST,0.5,8000.0,0.015421579543673694
4.0,12.446659545769569,0.8,ST,0.5,8000.0,0.014806227311479377
4.0,13.120160998797505,0.8,ST,0.5,8000.0,0.014201099384861325
4.0,13.830106302929654,0.8,ST,0.5,8000.0,0.013607780132852122
4.0,14.578467472149546,0.8,ST,0.5,8000.0,0.013027561967936196
4.0,15.367323228130308,0.8,ST,0.5,8000.0,0.012461536510949611
4.0,16.198864774296695,0.8,ST,0.5,8000.0,0.011910574454571434
4.0,17.07540188232742,0.8,ST,0.5,8000.0,0.011375375955434785
4.0,17.999369308004486,0.8,ST,0.5,8000.0,0.010856443298520268
4.0,18.973333554230518,0.8,ST,0.5,8000.0,0.010354152909941324
4.0,20.000000000000004,0.8,ST,0.5,8000.0,0.009868750248186021
4.0,3.0,0.8,ST,0.5,10000.0,0.02028080788054902
4.0,3.1623330622689494,0.8,ST,0.5,10000.0,0.020993525972572865
4.0,3.33345013223977,0.8,ST,0.5,10000.0,0.02159659738266303
4.0,3.5138265215355418,0.8,ST,0.5,10000.0,0.02208984318820956
4.0,3.703963261376446,0.8,ST,0.5,10000.0,0.02247475975542607
4.0,3.9043884942934204,0.8,ST,0.5,10000.0,0.022754321989025317
4.0,4.1156589411488556,0.8,ST,0.5,10000.0,0.022932768802454605
4.0,4.338361447539279,0.8,ST,0.5,10000.0,0.023015155519808483
4.0,4.573114613875481,0.8,ST,0.5,10000.0,0.023007500130217795
4.0,4.820570513667911,0.8,ST,0.5,10000.0,0.022916023080953706
4.0,5.0814165047902815,0.8,ST,0.5,10000.0,0.022747630580337345
4.0,5.356377138752477,0.8,ST,0.5,10000.0,0.022509282831900162
4.0,5.389452332657201,0.8,ST,0.5,10000.0,0.022477221032830067
4.0,5.646216173286171,0.8,ST,0.5,10000.0,0.022207987763956005
4.0,5.9517386938335095,0.8,ST,0.5,10000.0,0.021850669755068153
4.0,6.273793349831704,0.8,ST,0.5,10000.0,0.021444099842772353
4.0,6.613274712005288,0.8,ST,0.5,10000.0,0.020994885354715043
4.0,6.971125757213828,0.8,ST,0.5,10000.0,0.020509190356331294
4.0,7.3483404877573175,0.8,ST,0.5,10000.0,0.01999303240457098
4.0,7.745966692414836,0.8,ST,0.5,10000.0,0.019451788074424277
4.0,8.165108856885828,0.8,ST,0.5,10000.0,0.018890632916194132
4.0,8.606931231718361,0.8,ST,0.5,10000.0,0.01831434454341239
4.0,9.072661066246061,0.8,ST,0.5,10000.0,0.017727196441668043
4.0,9.563592017516726,0.8,ST,0.5,10000.0,0.017133091102795078
4.0,10.081087743681516,0.8,ST,0.5,10000.0,0.016535613038959247
4.0,10.626585691826111,0.8,ST,0.5,10000.0,0.01593787887787973
4.0,11.20160109076529,0.8,ST,0.5,10000.0,0.015342653727571659
4.0,11.807731159891665,0.8,ST,0.5,10000.0,0.014752452972425507
4.0,12.446659545769569,0.8,ST,0.5,10000.0,0.014169382758628514
4.0,13.120160998797505,0.8,ST,0.5,10000.0,0.01359529884355492
4.0,13.830106302929654,0.8,ST,0.5,10000.0,0.013031802976308935
4.0,14.578467472149546,0.8,ST,0.5,10000.0,0.012480205699049394
4.0,15.367323228130308,0.8,ST,0.5,10000.0,0.011941621528799882
4.0,16.198864774296695,0.8,ST,0.5,10000.0,0.011416947173869601
4.0,17.07540188232742,0.8,ST,0.5,10000.0,0.010906912161273371
4.0,17.999369308004486,0.8,ST,0.5,10000.0,0.010412049072198866
4.0,18.973333554230518,0.8,ST,0.5,10000.0,0.009932766722029841
4.0,20.000000000000004,0.8,ST,0.5,10000.0,0.009469342595051994
4.0,3.0,0.8,ST,0.5,15000.0,0.017600028604542114
4.0,3.1623330622689494,0.8,ST,0.5,15000.0,0.018314668146706577
4.0,3.33345013223977,0.8,ST,0.5,15000.0,0.018931969129576686
4.0,3.5138265215355418,0.8,ST,0.5,15000.0,0.019450373027266685
4.0,3.703963261376446,0.8,ST,0.5,15000.0,0.01987000754891692
4.0,3.9043884942934204,0.8,ST,0.5,15000.0,0.02019255120478427
4.0,4.1156589411488556,0.8,ST,0.5,15000.0,0.02042099987804125
4.0,4.338361447539279,0.8,ST,0.5,15000.0,0.020559264173278406
4.0,4.573114613875481,0.8,ST,0.5,15000.0,0.020612298521862898
4.0,4.820570513667911,0.8,ST,0.5,15000.0,0.02058536578144499
4.0,5.0814165047902815,0.8,ST,0.5,15000.0,0.02048450957453042
4.0,5.356377138752477,0.8,ST,0.5,15000.0,0.020315899822332305
4.0,5.389452332657201,0.8,ST,0.5,15000.0,0.020292095332429736
4.0,5.646216173286171,0.8,ST,0.5,15000.0,0.020085877703594792
4.0,5.9517386938335095,0.8,ST,0.5,15000.0,0.01980074451913964
4.0,6.273793349831704,0.8,ST,0.5,15000.0,0.01946676347972215
4.0,6.613274712005288,0.8,ST,0.5,15000.0,0.01909007422581684
4.0,6.971125757213828,0.8,ST,0.5,15000.0,0.01867646403096932
4.0,7.3483404877573175,0.8,ST,0.5,15000.0,0.018231611690656076
4.0,7.745966692414836,0.8,ST,0.5,15000.0,0.0177606199268117
4.0,8.165108856885828,0.8,ST,0.5,15000.0,0.01726842948075567
4.0,8.606931231718361,0.8,ST,0.5,15000.0,0.01675963680982954
4.0,9.072661066246061,0.8,ST,0.5,15000.0,0.016238356380135478
4.0,9.563592017516726,0.8,ST,0.5,15000.0,0.015708372459092127
4.0,10.081087743681516,0.8,ST,0.5,15000.0,0.015173180509379568
4.0,10.626585691826111,0.8,ST,0.5,15000.0,0.014635826978870642
4.0,11.20160109076529,0.8,ST,0.5,15000.0,0.014099032514602223
4.0,11.807731159891665,0.8,ST,0.5,15000.0,0.013565284062587469
4.0,12.446659545769569,0.8,ST,0.5,15000.0,0.013036678616324236
4.0,13.120160998797505,0.8,ST,0.5,15000.0,0.012515068065174852
4.0,13.830106302929654,0.8,ST,0.5,15000.0,0.012002071216068425
4.0,14.578467472149546,0.8,ST,0.5,15000.0,0.011499017851225712
